日期 时间 WH主压力（psi） T主压力（psi） WL主压力（psi） WH备压力（psi） T备压力（psi） WL备压力（psi） 高层进气压力（psi） 高层干燥气压力（psi） 高层卸压流量（L/min） 高层干燥气流量（L/min） 高层旁路流量（L/min） 低层进气压力（psi） 低层干燥气压力（psi） 低层卸压流量（L/min） 低层干燥气流量（L/min） 低层旁路流量（L/min）
2025-01-16 22:26:48 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.39 6.56 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:49 1539.61 1428.93 1679.07 0.00 0.00 0.00 16.09 6.44 0.00 5.02 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:50 1541.82 1428.93 1674.65 0.00 0.00 0.00 16.45 6.50 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:51 1539.61 1426.71 1670.22 0.00 0.00 0.00 16.39 6.62 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:52 1541.82 1428.93 1674.65 0.00 0.00 0.00 15.78 5.89 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:53 1546.25 1433.35 1679.07 0.00 0.00 0.00 16.33 5.95 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:54 1548.47 1437.78 1681.29 0.00 0.00 0.00 16.33 6.56 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:55 1539.61 1426.71 1668.00 0.00 0.00 0.00 16.21 6.56 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:56 1539.61 1424.50 1676.86 0.00 0.00 0.00 16.39 6.50 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:57 1537.40 1426.71 1672.43 0.00 0.00 0.00 15.84 6.56 0.00 5.02 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:58 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.39 6.56 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:26:59 1537.40 1426.71 1679.07 0.00 0.00 0.00 16.39 6.56 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:00 1535.18 1435.57 1665.79 0.00 0.00 0.00 16.21 6.50 0.00 5.06 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:01 1537.40 1431.14 1672.43 0.00 0.00 0.00 14.01 6.44 0.00 5.06 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:02 1537.40 1433.35 1676.86 0.00 0.00 0.00 16.21 5.16 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:03 1539.61 1426.71 1668.00 0.00 0.00 0.00 16.27 5.65 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:04 1530.76 1428.93 1672.43 0.00 0.00 0.00 16.45 6.81 0.00 5.03 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:05 1537.40 1428.93 1665.79 0.00 0.00 0.00 16.09 4.67 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:06 1544.04 1435.57 1681.29 0.00 0.00 0.00 16.33 5.34 0.00 4.92 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:07 1535.18 1426.71 1672.43 0.00 0.00 0.00 16.33 6.62 0.00 5.08 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:08 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.03 6.68 0.00 5.07 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:09 1541.82 1437.78 1676.86 0.00 0.00 0.00 16.33 5.53 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:10 1541.82 1428.93 1672.43 0.00 0.00 0.00 16.27 6.62 0.00 5.02 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:11 1537.40 1426.71 1668.00 0.00 0.00 0.00 16.33 6.68 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:12 1537.40 1422.29 1674.65 0.00 0.00 0.00 16.27 5.46 0.00 4.86 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:13 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.15 4.49 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:14 1539.61 1424.50 1663.58 0.00 0.00 0.00 13.89 6.68 0.00 5.09 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:15 1537.40 1433.35 1665.79 0.00 0.00 0.00 16.27 6.56 0.00 5.05 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:16 1539.61 1426.71 1661.36 0.00 0.00 0.00 15.78 5.95 0.00 5.09 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:17 1537.40 1428.93 1672.43 0.00 0.00 0.00 14.38 6.62 0.00 5.07 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:18 1539.61 1424.50 1670.22 0.00 0.00 0.00 14.32 6.75 0.00 5.06 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:20 1541.82 1428.93 1674.65 0.00 0.00 0.00 16.33 6.26 0.00 5.09 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:21 1544.04 1428.93 1679.07 0.00 0.00 0.00 16.45 6.14 0.00 4.90 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:22 1537.40 1426.71 1668.00 0.00 0.00 0.00 15.35 6.44 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:23 1539.61 1426.71 1665.79 0.00 0.00 0.00 14.01 6.68 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:24 1539.61 1435.57 1674.65 0.00 0.00 0.00 16.39 6.68 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:25 1532.97 1424.50 1674.65 0.00 0.00 0.00 15.29 6.62 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:26 1537.40 1424.50 1670.22 0.00 0.00 0.00 16.33 6.38 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:27 1535.18 1426.71 1672.43 0.00 0.00 0.00 16.27 6.26 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:28 1539.61 1424.50 1668.00 0.00 0.00 0.00 14.01 6.68 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:29 1539.61 1426.71 1674.65 0.00 0.00 0.00 16.27 4.61 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:30 1541.82 1426.71 1670.22 0.00 0.00 0.00 16.33 6.50 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:31 1539.61 1426.71 1670.22 0.00 0.00 0.00 16.39 6.56 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:32 1541.82 1426.71 1670.22 0.00 0.00 0.00 16.27 6.62 0.00 5.00 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:33 1539.61 1431.14 1676.86 0.00 0.00 0.00 14.13 6.68 0.00 5.07 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:34 1539.61 1424.50 1670.22 0.00 0.00 0.00 16.39 6.50 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:35 1537.40 1420.07 1656.94 0.00 0.00 0.00 15.90 5.65 0.00 5.07 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:36 1539.61 1426.71 1674.65 0.00 0.00 0.00 16.45 6.56 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:37 1535.18 1428.93 1656.94 0.00 0.00 0.00 15.35 6.32 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:38 1544.04 1433.35 1676.86 0.00 0.00 0.00 16.33 5.59 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:39 1537.40 1424.50 1668.00 0.00 0.00 0.00 14.74 6.62 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:40 1541.82 1424.50 1670.22 0.00 0.00 0.00 16.45 6.56 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:41 1539.61 1426.71 1670.22 0.00 0.00 0.00 16.27 6.68 0.00 4.97 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:42 1539.61 1424.50 1672.43 0.00 0.00 0.00 16.33 5.53 0.00 5.08 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:43 1537.40 1428.93 1668.00 0.00 0.00 0.00 14.19 6.62 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:44 1537.40 1424.50 1670.22 0.00 0.00 0.00 15.84 6.44 0.00 5.02 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:45 1539.61 1426.71 1674.65 0.00 0.00 0.00 16.45 6.56 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:46 1539.61 1426.71 1670.22 0.00 0.00 0.00 15.66 6.68 0.00 5.13 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:47 1535.18 1426.71 1670.22 0.00 0.00 0.00 16.33 6.68 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:48 1537.40 1426.71 1670.22 0.00 0.00 0.00 16.33 5.89 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:49 1535.18 1426.71 1672.43 0.00 0.00 0.00 16.39 6.32 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:50 1541.82 1428.93 1670.22 0.00 0.00 0.00 16.33 6.62 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:51 1544.04 1426.71 1668.00 0.00 0.00 0.00 16.45 6.68 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:52 1537.40 1422.29 1672.43 0.00 0.00 0.00 16.33 6.68 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:53 1541.82 1433.35 1670.22 0.00 0.00 0.00 16.45 6.56 0.00 5.09 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:54 1537.40 1424.50 1674.65 0.00 0.00 0.00 16.45 6.56 0.00 4.86 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:55 1535.18 1424.50 1670.22 0.00 0.00 0.00 14.38 6.75 0.00 5.06 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:56 1539.61 1422.29 1663.58 0.00 0.00 0.00 15.48 6.20 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:57 1537.40 1424.50 1670.22 0.00 0.00 0.00 14.19 6.62 0.00 5.06 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:58 1537.40 1424.50 1672.43 0.00 0.00 0.00 16.39 6.62 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:27:59 1532.97 1424.50 1665.79 0.00 0.00 0.00 15.54 5.71 0.00 5.03 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:00 1539.61 1428.93 1670.22 0.00 0.00 0.00 16.39 6.68 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:01 1532.97 1422.29 1685.71 0.00 0.00 0.00 16.27 6.68 0.00 5.07 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:02 1544.04 1424.50 1676.86 0.00 0.00 0.00 16.39 6.62 0.00 4.95 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:03 1532.97 1426.71 1674.65 0.00 0.00 0.00 16.39 6.62 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:04 1539.61 1428.93 1676.86 0.00 0.00 0.00 16.39 6.68 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:05 1539.61 1424.50 1665.79 0.00 0.00 0.00 16.27 4.18 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:06 1541.82 1424.50 1668.00 0.00 0.00 0.00 15.96 6.75 0.00 5.03 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:07 1544.04 1428.93 1672.43 0.00 0.00 0.00 16.27 6.14 0.00 5.08 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:08 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.39 6.44 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:09 1544.04 1426.71 1674.65 0.00 0.00 0.00 16.39 6.01 0.00 4.86 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:10 1544.04 1426.71 1668.00 0.00 0.00 0.00 16.45 6.62 0.00 5.09 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:11 1537.40 1420.07 1668.00 0.00 0.00 0.00 14.19 6.75 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:12 1537.40 1431.14 1668.00 0.00 0.00 0.00 16.33 6.75 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:13 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.27 6.01 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:14 1541.82 1431.14 1676.86 0.00 0.00 0.00 16.21 6.01 0.00 5.05 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:15 1541.82 1428.93 1676.86 0.00 0.00 0.00 14.74 6.62 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:16 1541.82 1426.71 1676.86 0.00 0.00 0.00 16.39 6.62 0.00 5.06 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:17 1537.40 1426.71 1659.15 0.00 0.00 0.00 15.72 6.56 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:18 1539.61 1428.93 1674.65 0.00 0.00 0.00 15.84 5.71 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:19 1535.18 1424.50 1674.65 0.00 0.00 0.00 15.90 6.56 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:20 1541.82 1431.14 1674.65 0.00 0.00 0.00 16.33 6.68 0.00 5.20 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:21 1539.61 1424.50 1676.86 0.00 0.00 0.00 16.27 5.89 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:22 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.33 6.50 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:23 1541.82 1424.50 1672.43 0.00 0.00 0.00 14.74 6.56 0.00 5.16 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:24 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.33 6.56 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:25 1532.97 1426.71 1672.43 0.00 0.00 0.00 16.45 6.56 0.00 4.96 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:26 1539.61 1426.71 1670.22 0.00 0.00 0.00 16.21 6.62 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:27 1537.40 1431.14 1670.22 0.00 0.00 0.00 16.03 6.68 0.00 5.16 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:28 1548.47 1428.93 1668.00 0.00 0.00 0.00 16.51 6.68 0.00 5.07 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:29 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.33 6.20 0.00 5.19 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:30 1535.18 1428.93 1672.43 0.00 0.00 0.00 16.45 6.62 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:31 1541.82 1428.93 1670.22 0.00 0.00 0.00 16.39 6.56 0.00 5.07 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:33 1535.18 1424.50 1665.79 0.00 0.00 0.00 15.90 6.75 0.00 5.12 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:34 1539.61 1424.50 1672.43 0.00 0.00 0.00 16.33 6.56 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:35 1541.82 1431.14 1670.22 0.00 0.00 0.00 16.33 6.62 0.00 5.18 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:36 1535.18 1428.93 1663.58 0.00 0.00 0.00 14.13 6.75 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:37 1532.97 1420.07 1679.07 0.00 0.00 0.00 16.39 6.68 0.00 5.13 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:38 1541.82 1428.93 1672.43 0.00 0.00 0.00 16.33 6.56 0.00 5.11 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:39 1539.61 1424.50 1668.00 0.00 0.00 0.00 15.54 6.26 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:40 1544.04 1426.71 1672.43 0.00 0.00 0.00 16.15 6.81 0.00 5.13 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:41 1544.04 1428.93 1676.86 0.00 0.00 0.00 16.45 6.75 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:42 1544.04 1428.93 1672.43 0.00 0.00 0.00 16.33 6.68 0.00 5.17 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:43 1537.40 1424.50 1668.00 0.00 0.00 0.00 16.09 6.75 0.00 5.11 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:44 1541.82 1426.71 1674.65 0.00 0.00 0.00 16.33 6.32 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:45 1537.40 1428.93 1670.22 0.00 0.00 0.00 16.03 6.62 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:46 1537.40 1424.50 1668.00 0.00 0.00 0.00 15.23 6.81 0.00 5.16 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:47 1539.61 1424.50 1676.86 0.00 0.00 0.00 16.39 6.75 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:48 1530.76 1420.07 1681.29 0.00 0.00 0.00 16.15 4.49 0.00 5.12 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:49 1532.97 1426.71 1663.58 0.00 0.00 0.00 15.72 6.14 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:50 1546.25 1424.50 1668.00 0.00 0.00 0.00 16.27 4.67 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:51 1539.61 1431.14 1674.65 0.00 0.00 0.00 16.27 6.01 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:52 1535.18 1424.50 1665.79 0.00 0.00 0.00 14.93 6.68 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:53 1541.82 1428.93 1670.22 0.00 0.00 0.00 14.07 6.87 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:54 1535.18 1426.71 1656.94 0.00 0.00 0.00 16.27 5.89 0.00 5.18 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:55 1539.61 1428.93 1670.22 0.00 0.00 0.00 15.66 6.81 0.00 5.15 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:56 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.45 6.75 0.00 4.96 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:57 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.33 6.56 0.00 5.14 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:58 1539.61 1435.57 1674.65 0.00 0.00 0.00 16.33 6.38 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:28:59 1544.04 1428.93 1672.43 0.00 0.00 0.00 16.39 6.38 0.00 5.03 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:00 1535.18 1426.71 1672.43 0.00 0.00 0.00 16.39 6.62 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:01 1537.40 1424.50 1668.00 0.00 0.00 0.00 13.95 6.81 0.00 5.16 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:02 1541.82 1428.93 1681.29 0.00 0.00 0.00 16.21 5.59 0.00 5.14 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:03 1539.61 1424.50 1668.00 0.00 0.00 0.00 16.39 6.62 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:04 1539.61 1428.93 1672.43 0.00 0.00 0.00 16.27 6.81 0.00 5.08 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:05 1544.04 1428.93 1668.00 0.00 0.00 0.00 16.39 6.62 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:06 1539.61 1426.71 1668.00 0.00 0.00 0.00 16.27 6.68 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:07 1532.97 1424.50 1665.79 0.00 0.00 0.00 16.45 6.62 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:08 1539.61 1431.14 1674.65 0.00 0.00 0.00 16.45 6.62 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:09 1537.40 1428.93 1665.79 0.00 0.00 0.00 16.45 6.75 0.00 5.19 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:10 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.39 6.68 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:11 1537.40 1424.50 1672.43 0.00 0.00 0.00 16.33 6.56 0.00 5.20 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:12 1541.82 1435.57 1681.29 0.00 0.00 0.00 16.33 5.71 0.00 5.06 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:13 1539.61 1422.29 1672.43 0.00 0.00 0.00 16.45 6.75 0.00 5.16 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:14 1546.25 1433.35 1676.86 0.00 0.00 0.00 16.27 5.95 0.00 4.97 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:15 1541.82 1428.93 1670.22 0.00 0.00 0.00 16.21 5.53 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:16 1537.40 1420.07 1685.71 0.00 0.00 0.00 16.39 5.53 0.00 5.11 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:17 1539.61 1424.50 1670.22 0.00 0.00 0.00 16.03 5.59 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:18 1539.61 1424.50 1661.36 0.00 0.00 0.00 15.72 6.07 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:19 1537.40 1424.50 1674.65 0.00 0.00 0.00 16.45 6.68 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:20 1537.40 1424.50 1670.22 0.00 0.00 0.00 16.33 6.62 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:21 1546.25 1435.57 1683.50 0.00 0.00 0.00 16.27 5.59 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:22 1532.97 1420.07 1681.29 0.00 0.00 0.00 16.09 4.98 0.00 5.16 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:23 1539.61 1431.14 1672.43 0.00 0.00 0.00 16.51 5.59 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:24 1539.61 1424.50 1676.86 0.00 0.00 0.00 16.45 6.68 0.00 5.03 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:25 1537.40 1422.29 1663.58 0.00 0.00 0.00 16.33 5.53 0.00 5.03 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:26 1532.97 1420.07 1681.29 0.00 0.00 0.00 16.33 5.95 0.00 5.03 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:27 1539.61 1424.50 1672.43 0.00 0.00 0.00 16.45 6.68 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:28 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.45 6.75 0.00 5.13 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:29 1539.61 1428.93 1674.65 0.00 0.00 0.00 16.27 5.22 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:30 1539.61 1431.14 1679.07 0.00 0.00 0.00 16.21 5.95 0.00 4.99 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:31 1539.61 1431.14 1672.43 0.00 0.00 0.00 16.09 4.85 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:32 1537.40 1428.93 1672.43 0.00 0.00 0.00 16.27 6.68 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:33 1539.61 1422.29 1672.43 0.00 0.00 0.00 16.45 6.75 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:34 1539.61 1424.50 1668.00 0.00 0.00 0.00 16.03 5.53 0.00 5.18 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:35 1544.04 1426.71 1672.43 0.00 0.00 0.00 15.42 6.75 0.00 5.18 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:36 1539.61 1428.93 1676.86 0.00 0.00 0.00 16.33 5.65 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:37 1537.40 1424.50 1676.86 0.00 0.00 0.00 16.33 6.75 0.00 4.98 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:38 1539.61 1428.93 1670.22 0.00 0.00 0.00 16.39 6.81 0.00 5.17 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:39 1535.18 1426.71 1679.07 0.00 0.00 0.00 16.39 6.81 0.00 5.02 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:40 1539.61 1426.71 1674.65 0.00 0.00 0.00 15.90 6.75 0.00 5.17 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:29:41 1537.40 1424.50 1672.43 0.00 0.00 0.00 16.33 6.68 0.00 5.19 0.99 0.00 0.00 0.00 0.00 0.00
