日期 时间 WH主压力（psi） T主压力（psi） WL主压力（psi） WH备压力（psi） T备压力（psi） WL备压力（psi） 高层进气压力（psi） 高层干燥气压力（psi） 高层卸压流量（L/min） 高层干燥气流量（L/min） 高层旁路流量（L/min） 低层进气压力（psi） 低层干燥气压力（psi） 低层卸压流量（L/min） 低层干燥气流量（L/min） 低层旁路流量（L/min）
2025-01-16 22:17:11 1535.18 1424.50 1681.29 0.00 0.00 0.00 16.33 4.98 0.00 4.86 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:12 1544.04 1433.35 1674.65 0.00 0.00 0.00 16.33 6.26 0.00 4.85 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:13 1537.40 1431.14 1676.86 0.00 0.00 0.00 16.33 5.95 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:14 1537.40 1426.71 1676.86 0.00 0.00 0.00 16.21 6.26 0.00 4.90 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:15 1544.04 1426.71 1674.65 0.00 0.00 0.00 15.48 6.38 0.00 4.81 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:16 1539.61 1431.14 1674.65 0.00 0.00 0.00 16.33 5.89 0.00 4.91 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:17 1544.04 1431.14 1681.29 0.00 0.00 0.00 16.39 6.26 0.00 4.89 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:18 1544.04 1426.71 1670.22 0.00 0.00 0.00 14.13 6.14 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:19 1537.40 1422.29 1672.43 0.00 0.00 0.00 16.39 6.32 0.00 4.81 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:20 1539.61 1424.50 1668.00 0.00 0.00 0.00 16.51 6.20 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:21 1537.40 1428.93 1672.43 0.00 0.00 0.00 16.39 6.07 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:22 1541.82 1431.14 1672.43 0.00 0.00 0.00 16.45 6.26 0.00 4.76 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:23 1537.40 1424.50 1661.36 0.00 0.00 0.00 15.78 5.65 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:24 1539.61 1433.35 1676.86 0.00 0.00 0.00 16.33 6.26 0.00 4.73 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:25 1541.82 1428.93 1676.86 0.00 0.00 0.00 16.39 6.20 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:26 1539.61 1426.71 1679.07 0.00 0.00 0.00 16.27 6.14 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:27 1546.25 1435.57 1672.43 0.00 0.00 0.00 16.39 6.14 0.00 4.72 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:28 1537.40 1426.71 1674.65 0.00 0.00 0.00 16.21 6.32 0.00 4.88 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:29 1535.18 1426.71 1674.65 0.00 0.00 0.00 16.27 6.14 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:30 1544.04 1433.35 1672.43 0.00 0.00 0.00 16.33 5.53 0.00 4.67 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:31 1535.18 1426.71 1679.07 0.00 0.00 0.00 16.15 4.61 0.00 4.76 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:32 1539.61 1428.93 1676.86 0.00 0.00 0.00 16.45 6.14 0.00 4.90 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:33 1539.61 1428.93 1674.65 0.00 0.00 0.00 16.39 6.20 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:34 1537.40 1424.50 1670.22 0.00 0.00 0.00 16.39 6.26 0.00 4.86 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:35 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.39 6.20 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:36 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.21 5.83 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:37 1537.40 1428.93 1674.65 0.00 0.00 0.00 16.39 6.01 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:38 1537.40 1428.93 1670.22 0.00 0.00 0.00 16.45 6.07 0.00 4.86 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:39 1539.61 1424.50 1665.79 0.00 0.00 0.00 16.39 6.26 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:40 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.21 6.26 0.00 4.79 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:42 1541.82 1424.50 1670.22 0.00 0.00 0.00 16.45 6.26 0.00 4.67 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:43 1539.61 1435.57 1672.43 0.00 0.00 0.00 16.33 6.14 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:44 1537.40 1424.50 1674.65 0.00 0.00 0.00 16.27 6.26 0.00 4.82 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:45 1541.82 1424.50 1674.65 0.00 0.00 0.00 16.45 5.04 0.00 4.74 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:46 1537.40 1424.50 1670.22 0.00 0.00 0.00 14.74 6.14 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:47 1537.40 1428.93 1672.43 0.00 0.00 0.00 16.45 6.07 0.00 4.90 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:48 1541.82 1428.93 1672.43 0.00 0.00 0.00 16.39 6.26 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:49 1535.18 1431.14 1668.00 0.00 0.00 0.00 16.33 6.07 0.00 4.81 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:50 1539.61 1426.71 1668.00 0.00 0.00 0.00 16.33 5.83 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:51 1535.18 1426.71 1665.79 0.00 0.00 0.00 14.32 6.38 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:52 1539.61 1428.93 1668.00 0.00 0.00 0.00 15.29 6.14 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:53 1539.61 1426.71 1670.22 0.00 0.00 0.00 14.99 6.32 0.00 5.00 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:54 1539.61 1422.29 1672.43 0.00 0.00 0.00 16.39 6.26 0.00 4.86 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:55 1539.61 1426.71 1670.22 0.00 0.00 0.00 14.74 6.44 0.00 4.98 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:56 1539.61 1424.50 1672.43 0.00 0.00 0.00 16.33 6.32 0.00 4.98 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:57 1541.82 1428.93 1674.65 0.00 0.00 0.00 14.56 6.26 0.00 4.98 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:58 1537.40 1428.93 1679.07 0.00 0.00 0.00 16.33 6.32 0.00 4.98 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:17:59 1544.04 1426.71 1674.65 0.00 0.00 0.00 15.11 6.44 0.00 4.94 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:00 1539.61 1424.50 1676.86 0.00 0.00 0.00 16.33 6.32 0.00 4.99 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:01 1544.04 1433.35 1663.58 0.00 0.00 0.00 14.44 6.44 0.00 4.98 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:02 1535.18 1420.07 1676.86 0.00 0.00 0.00 16.39 6.32 0.00 4.95 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:03 1532.97 1424.50 1656.94 0.00 0.00 0.00 15.54 5.95 0.00 4.98 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:04 1532.97 1428.93 1674.65 0.00 0.00 0.00 16.45 6.26 0.00 4.98 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:05 1539.61 1424.50 1670.22 0.00 0.00 0.00 16.27 6.14 0.00 4.89 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:06 1539.61 1435.57 1672.43 0.00 0.00 0.00 16.27 5.53 0.00 4.98 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:07 1541.82 1431.14 1679.07 0.00 0.00 0.00 16.33 6.20 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:08 1541.82 1426.71 1672.43 0.00 0.00 0.00 16.39 6.20 0.00 4.84 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:09 1539.61 1424.50 1659.15 0.00 0.00 0.00 16.39 5.34 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:10 1539.61 1424.50 1681.29 0.00 0.00 0.00 16.03 4.37 0.00 4.72 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:11 1537.40 1424.50 1674.65 0.00 0.00 0.00 16.39 6.38 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:12 1539.61 1424.50 1672.43 0.00 0.00 0.00 16.33 6.32 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:13 1539.61 1433.35 1679.07 0.00 0.00 0.00 16.21 4.91 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:14 1539.61 1433.35 1676.86 0.00 0.00 0.00 16.33 5.77 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:15 1537.40 1428.93 1674.65 0.00 0.00 0.00 16.03 4.73 0.00 4.88 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:16 1539.61 1428.93 1674.65 0.00 0.00 0.00 16.39 6.26 0.00 4.87 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:17 1539.61 1426.71 1672.43 0.00 0.00 0.00 16.45 6.26 0.00 4.76 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:18 1539.61 1424.50 1672.43 0.00 0.00 0.00 16.45 6.32 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:19 1539.61 1428.93 1674.65 0.00 0.00 0.00 16.39 5.89 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:20 1532.97 1428.93 1679.07 0.00 0.00 0.00 16.39 6.26 0.00 4.67 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:21 1537.40 1424.50 1672.43 0.00 0.00 0.00 16.33 5.95 0.00 4.82 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:22 1537.40 1428.93 1672.43 0.00 0.00 0.00 16.21 6.07 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:23 1541.82 1426.71 1672.43 0.00 0.00 0.00 16.39 5.95 0.00 4.83 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:24 1537.40 1428.93 1674.65 0.00 0.00 0.00 16.45 6.07 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:25 1541.82 1426.71 1672.43 0.00 0.00 0.00 16.33 5.95 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:26 1539.61 1428.93 1681.29 0.00 0.00 0.00 16.21 4.79 0.00 4.75 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:27 1535.18 1424.50 1672.43 0.00 0.00 0.00 16.27 6.20 0.00 4.83 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:28 1544.04 1431.14 1672.43 0.00 0.00 0.00 16.39 5.71 0.00 4.69 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:29 1539.61 1426.71 1674.65 0.00 0.00 0.00 16.45 3.94 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:30 1539.61 1431.14 1674.65 0.00 0.00 0.00 16.39 6.26 0.00 4.74 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:31 1532.97 1420.07 1668.00 0.00 0.00 0.00 16.39 5.89 0.00 4.77 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:32 1539.61 1428.93 1672.43 0.00 0.00 0.00 16.33 6.01 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:33 1539.61 1424.50 1674.65 0.00 0.00 0.00 16.45 6.20 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:34 1537.40 1424.50 1672.43 0.00 0.00 0.00 16.33 6.32 0.00 4.88 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:35 1541.82 1426.71 1663.58 0.00 0.00 0.00 15.17 6.26 0.00 4.86 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:36 1539.61 1431.14 1665.79 0.00 0.00 0.00 16.33 6.26 0.00 4.78 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:37 1539.61 1428.93 1672.43 0.00 0.00 0.00 16.39 6.07 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:38 1541.82 1428.93 1668.00 0.00 0.00 0.00 16.21 6.32 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:39 1537.40 1424.50 1670.22 0.00 0.00 0.00 16.39 6.14 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:40 1546.25 1433.35 1681.29 0.00 0.00 0.00 16.33 6.26 0.00 4.66 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:41 1537.40 1435.57 1672.43 0.00 0.00 0.00 16.39 5.77 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:42 1544.04 1426.71 1670.22 0.00 0.00 0.00 16.39 6.14 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:43 1541.82 1433.35 1674.65 0.00 0.00 0.00 16.33 5.65 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:44 1541.82 1435.57 1676.86 0.00 0.00 0.00 16.33 5.59 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:45 1544.04 1428.93 1670.22 0.00 0.00 0.00 14.68 6.32 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:46 1537.40 1424.50 1661.36 0.00 0.00 0.00 16.39 6.14 0.00 4.90 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:47 1537.40 1424.50 1670.22 0.00 0.00 0.00 15.42 6.38 0.00 4.87 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:48 1537.40 1424.50 1659.15 0.00 0.00 0.00 16.33 5.77 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:49 1539.61 1426.71 1674.65 0.00 0.00 0.00 15.84 6.26 0.00 4.87 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:50 1539.61 1428.93 1670.22 0.00 0.00 0.00 16.39 6.32 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:51 1532.97 1431.14 1674.65 0.00 0.00 0.00 14.93 6.26 0.00 4.85 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:52 1539.61 1428.93 1679.07 0.00 0.00 0.00 16.64 6.26 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:53 1535.18 1431.14 1681.29 0.00 0.00 0.00 16.21 4.06 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:55 1537.40 1426.71 1674.65 0.00 0.00 0.00 16.45 6.26 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:56 1550.68 1420.07 1672.43 0.00 0.00 0.00 15.35 6.14 0.00 4.84 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:57 1541.82 1428.93 1665.79 0.00 0.00 0.00 14.68 6.32 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:58 1537.40 1426.71 1668.00 0.00 0.00 0.00 16.33 6.26 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:18:59 1537.40 1422.29 1663.58 0.00 0.00 0.00 15.23 6.07 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:00 1537.40 1428.93 1670.22 0.00 0.00 0.00 16.21 6.26 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:01 1539.61 1431.14 1661.36 0.00 0.00 0.00 15.66 5.71 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:02 1541.82 1426.71 1668.00 0.00 0.00 0.00 16.39 6.32 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:03 1537.40 1431.14 1676.86 0.00 0.00 0.00 16.45 6.14 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:04 1539.61 1431.14 1674.65 0.00 0.00 0.00 16.39 6.14 0.00 4.86 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:05 1537.40 1426.71 1674.65 0.00 0.00 0.00 16.39 6.07 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:06 1544.04 1424.50 1672.43 0.00 0.00 0.00 16.39 6.07 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:07 1539.61 1431.14 1668.00 0.00 0.00 0.00 14.26 6.20 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:08 1539.61 1431.14 1672.43 0.00 0.00 0.00 16.45 6.26 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:09 1544.04 1424.50 1676.86 0.00 0.00 0.00 16.45 6.26 0.00 4.69 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:10 1537.40 1426.71 1668.00 0.00 0.00 0.00 15.54 5.71 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:11 1539.61 1424.50 1668.00 0.00 0.00 0.00 16.45 6.14 0.00 4.83 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:12 1546.25 1422.29 1668.00 0.00 0.00 0.00 16.33 4.61 0.00 4.82 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:13 1539.61 1428.93 1670.22 0.00 0.00 0.00 16.33 6.14 0.00 4.72 0.98 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:14 1544.04 1431.14 1679.07 0.00 0.00 0.00 16.33 5.71 0.00 4.69 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:15 1537.40 1435.57 1674.65 0.00 0.00 0.00 15.29 6.20 0.00 4.86 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:16 1532.97 1422.29 1681.29 0.00 0.00 0.00 16.09 3.94 0.00 4.81 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:17 1544.04 1428.93 1674.65 0.00 0.00 0.00 16.45 6.26 0.00 4.70 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:18 1535.18 1424.50 1670.22 0.00 0.00 0.00 16.15 3.82 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:19 1532.97 1424.50 1676.86 0.00 0.00 0.00 16.45 6.20 0.00 4.81 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:20 1539.61 1424.50 1679.07 0.00 0.00 0.00 16.21 4.37 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:21 1537.40 1433.35 1683.50 0.00 0.00 0.00 16.21 3.94 0.00 4.80 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:22 1541.82 1424.50 1665.79 0.00 0.00 0.00 15.23 6.14 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:23 1544.04 1433.35 1681.29 0.00 0.00 0.00 16.27 4.79 0.00 4.75 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:24 1537.40 1428.93 1670.22 0.00 0.00 0.00 16.45 6.14 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:25 1539.61 1426.71 1668.00 0.00 0.00 0.00 16.09 3.88 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:26 1539.61 1424.50 1672.43 0.00 0.00 0.00 16.03 6.14 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:27 1541.82 1428.93 1659.15 0.00 0.00 0.00 16.15 3.94 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:28 1544.04 1431.14 1679.07 0.00 0.00 0.00 16.27 4.18 0.00 4.79 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:29 1537.40 1422.29 1663.58 0.00 0.00 0.00 15.60 5.65 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:30 1537.40 1424.50 1670.22 0.00 0.00 0.00 16.39 6.01 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:31 1535.18 1424.50 1656.94 0.00 0.00 0.00 16.09 4.43 0.00 4.86 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:32 1544.04 1428.93 1676.86 0.00 0.00 0.00 16.39 6.07 0.00 4.68 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:33 1539.61 1426.71 1674.65 0.00 0.00 0.00 16.39 5.53 0.00 4.90 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:34 1535.18 1420.07 1681.29 0.00 0.00 0.00 16.15 4.37 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:35 1541.82 1424.50 1674.65 0.00 0.00 0.00 16.33 5.10 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:36 1537.40 1426.71 1672.43 0.00 0.00 0.00 16.33 6.01 0.00 4.83 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:37 1535.18 1426.71 1661.36 0.00 0.00 0.00 14.74 5.89 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:38 1541.82 1424.50 1674.65 0.00 0.00 0.00 16.45 6.14 0.00 4.81 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:39 1539.61 1426.71 1670.22 0.00 0.00 0.00 16.33 6.20 0.00 4.88 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:40 1537.40 1424.50 1670.22 0.00 0.00 0.00 16.33 6.14 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:41 1539.61 1435.57 1681.29 0.00 0.00 0.00 16.27 5.40 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:42 1544.04 1435.57 1681.29 0.00 0.00 0.00 16.39 6.01 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:43 1541.82 1428.93 1668.00 0.00 0.00 0.00 16.33 5.95 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:44 1537.40 1422.29 1672.43 0.00 0.00 0.00 16.27 6.07 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:45 1532.97 1422.29 1668.00 0.00 0.00 0.00 16.33 5.40 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:46 1539.61 1433.35 1668.00 0.00 0.00 0.00 16.39 6.14 0.00 4.80 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:47 1539.61 1428.93 1672.43 0.00 0.00 0.00 16.45 6.07 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:48 1532.97 1426.71 1687.93 0.00 0.00 0.00 16.27 4.00 0.00 4.71 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:49 1537.40 1428.93 1672.43 0.00 0.00 0.00 16.33 5.59 0.00 4.72 0.97 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:50 1539.61 1435.57 1681.29 0.00 0.00 0.00 16.15 4.73 0.00 4.58 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:51 1541.82 1433.35 1670.22 0.00 0.00 0.00 16.39 6.07 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:52 1546.25 1426.71 1668.00 0.00 0.00 0.00 14.38 6.26 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:53 1544.04 1435.57 1679.07 0.00 0.00 0.00 16.45 6.26 0.00 4.76 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:54 1539.61 1424.50 1670.22 0.00 0.00 0.00 16.39 6.38 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:55 1537.40 1428.93 1674.65 0.00 0.00 0.00 16.39 6.20 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:56 1537.40 1426.71 1674.65 0.00 0.00 0.00 16.33 6.26 0.00 4.76 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:57 1539.61 1426.71 1674.65 0.00 0.00 0.00 16.39 6.14 0.00 4.67 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:58 1530.76 1422.29 1659.15 0.00 0.00 0.00 16.39 3.88 0.00 4.87 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:19:59 1530.76 1420.07 1659.15 0.00 0.00 0.00 16.27 4.85 0.00 4.88 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:20:00 1537.40 1431.14 1672.43 0.00 0.00 0.00 16.39 6.01 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:20:01 1539.61 1426.71 1670.22 0.00 0.00 0.00 16.39 6.32 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:20:02 1532.97 1426.71 1676.86 0.00 0.00 0.00 16.33 6.07 0.00 4.89 1.00 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:20:03 1539.61 1426.71 1674.65 0.00 0.00 0.00 16.39 6.14 0.00 4.89 0.99 0.00 0.00 0.00 0.00 0.00
2025-01-16 22:20:04 1537.40 1426.71 1668.00 0.00 0.00 0.00 16.39 6.20 0.00 4.87 0.99 0.00 0.00 0.00 0.00 0.00
